,date,hospital_dedicated,hospital_dedicated_govt,hospital_dedicated_pvt,covid19_beds,covid19_bed_occupancy,icu_hdu_beds,n_safe_homes,safe_home_beds,n_ventilators,total_patients_home_isolation,current_patients_home_isolation,released_patients_home_isolation,current_patients_hospital,current_patients_safe_homes,day,month,year,Index,people_per_hospital,covid_beds_for_population,icu_hdu_beds_for_population,ventilators_for_population,people_per_hospital_per_million,covid_beds_per_million,icu_hdu_beds_per_million,ventilators_per_million
431,08-07-2020,80.0,26,54.0,10657.0,27.29,948,106.0,6908.0,395.0,304719.0,36824.0,304719.0,,301.0,Wednesday,July2020,2020,20200708,1125000.0,8445.153420287135,94936.70886075949,227848.1012658228,12500.0,93.83503800319039,1054.8523206751056,2531.6455696202534
430,09-07-2020,80.0,26,54.0,10658.0,27.41,948,106.0,6908.0,395.0,309130.0,34595.0,309130.0,,279.0,Thursday,July2020,2020,20200709,1125000.0,8444.36104334772,94936.70886075949,227848.1012658228,12500.0,93.82623381497467,1054.8523206751056,2531.6455696202534
429,10-07-2020,80.0,26,54.0,10830.0,27.02,948,106.0,6908.0,395.0,313719.0,34254.0,313719.0,,257.0,Friday,July2020,2020,20200710,1125000.0,8310.249307479224,94936.70886075949,227848.1012658228,12500.0,92.33610341643582,1054.8523206751056,2531.6455696202534
428,11-07-2020,80.0,26,54.0,10840.0,26.85,948,106.0,6908.0,395.0,319607.0,32460.0,319607.0,,239.0,Saturday,July2020,2020,20200711,1125000.0,8302.583025830258,94936.70886075949,227848.1012658228,12500.0,92.25092250922509,1054.8523206751056,2531.6455696202534
427,12-07-2020,80.0,26,54.0,10862.0,27.03,948,106.0,6908.0,395.0,325181.0,30839.0,325181.0,,247.0,Sunday,July2020,2020,20200712,1125000.0,8285.766893758055,94936.70886075949,227848.1012658228,12500.0,92.06407659731173,1054.8523206751056,2531.6455696202534
426,13-07-2020,80.0,26,54.0,10862.0,28.48,948,106.0,6908.0,395.0,331395.0,28430.0,331395.0,,277.0,Monday,July2020,2020,20200713,1125000.0,8285.766893758055,94936.70886075949,227848.1012658228,12500.0,92.06407659731173,1054.8523206751056,2531.6455696202534
425,14-07-2020,80.0,26,54.0,10832.0,31.14,948,106.0,6908.0,395.0,335132.0,26201.0,335132.0,,297.0,Tuesday,July2020,2020,20200714,1125000.0,8308.714918759231,94936.70886075949,227848.1012658228,12500.0,92.31905465288035,1054.8523206751056,2531.6455696202534
424,15-07-2020,80.0,26,54.0,10939.0,31.99,948,106.0,6908.0,395.0,338291.0,24303.0,338291.0,,341.0,Wednesday,July2020,2020,20200715,1125000.0,8227.443093518603,94936.70886075949,227848.1012658228,12500.0,91.41603437242892,1054.8523206751056,2531.6455696202534
423,16-07-2020,80.0,26,54.0,10992.0,32.85,948,106.0,6908.0,395.0,341139.0,25380.0,341139.0,,349.0,Thursday,July2020,2020,20200716,1125000.0,8187.772925764192,94936.70886075949,227848.1012658228,12500.0,90.97525473071325,1054.8523206751056,2531.6455696202534
422,17-07-2020,81.0,27,54.0,11027.0,34.79,948,106.0,6908.0,395.0,342140.0,27410.0,342140.0,,497.0,Friday,July2020,2020,20200717,1111111.111111111,8161.784710256643,94936.70886075949,227848.1012658228,12345.679012345678,90.68649678062937,1054.8523206751056,2531.6455696202534
421,18-07-2020,81.0,27,54.0,11227.0,34.17,948,106.0,6908.0,395.0,343502.0,29603.0,343502.0,,558.0,Saturday,July2020,2020,20200718,1111111.111111111,8016.3890620824795,94936.70886075949,227848.1012658228,12345.679012345678,89.07098957869422,1054.8523206751056,2531.6455696202534
420,19-07-2020,81.0,27,54.0,11179.0,36.76,948,106.0,6908.0,395.0,345621.0,31320.0,345621.0,,608.0,Sunday,July2020,2020,20200719,1111111.111111111,8050.809553627337,94936.70886075949,227848.1012658228,12345.679012345678,89.45343948474819,1054.8523206751056,2531.6455696202534
419,20-07-2020,81.0,27,54.0,11239.0,37.09,948,106.0,6908.0,395.0,347720.0,31329.0,347720.0,,689.0,Monday,July2020,2020,20200720,1111111.111111111,8007.829878103034,94936.70886075949,227848.1012658228,12345.679012345678,88.97588753447816,1054.8523206751056,2531.6455696202534
418,21-07-2020,81.0,27,54.0,11239.0,37.82,948,106.0,6908.0,395.0,350130.0,32304.0,350130.0,,778.0,Tuesday,July2020,2020,20200721,1111111.111111111,8007.829878103034,94936.70886075949,227848.1012658228,12345.679012345678,88.97588753447816,1054.8523206751056,2531.6455696202534
417,22-07-2020,81.0,27,54.0,11239.0,39.55,948,106.0,6908.0,395.0,354139.0,31320.0,354139.0,,838.0,Wednesday,July2020,2020,20200722,1111111.111111111,8007.829878103034,94936.70886075949,227848.1012658228,12345.679012345678,88.97588753447816,1054.8523206751056,2531.6455696202534
416,23-07-2020,81.0,27,54.0,11239.0,40.05,948,106.0,6908.0,395.0,356140.0,32140.0,356140.0,,878.0,Thursday,July2020,2020,20200723,1111111.111111111,8007.829878103034,94936.70886075949,227848.1012658228,12345.679012345678,88.97588753447816,1054.8523206751056,2531.6455696202534
415,24-07-2020,81.0,27,54.0,11239.0,40.86,948,106.0,6908.0,395.0,359140.0,31219.0,359140.0,,1078.0,Friday,July2020,2020,20200724,1111111.111111111,8007.829878103034,94936.70886075949,227848.1012658228,12345.679012345678,88.97588753447816,1054.8523206751056,2531.6455696202534
414,25-07-2020,81.0,27,54.0,11239.0,40.71,948,106.0,6908.0,395.0,362140.0,33184.0,362140.0,,1313.0,Saturday,July2020,2020,20200725,1111111.111111111,8007.829878103034,94936.70886075949,227848.1012658228,12345.679012345678,88.97588753447816,1054.8523206751056,2531.6455696202534
413,26-07-2020,81.0,27,54.0,11239.0,42.32,948,106.0,6908.0,395.0,363721.0,34291.0,363721.0,,1413.0,Sunday,July2020,2020,20200726,1111111.111111111,8007.829878103034,94936.70886075949,227848.1012658228,12345.679012345678,88.97588753447816,1054.8523206751056,2531.6455696202534
412,27-07-2020,83.0,28,55.0,11299.0,42.04,948,106.0,6908.0,395.0,365391.0,34912.0,365391.0,,1403.0,Monday,July2020,2020,20200727,1084337.3493975904,7965.306664306576,94936.70886075949,227848.1012658228,12048.192771084337,88.50340738118418,1054.8523206751056,2531.6455696202534
411,28-07-2020,83.0,28,55.0,11299.0,41.83,948,106.0,6908.0,395.0,368203.0,33628.0,368203.0,,1474.0,Tuesday,July2020,2020,20200728,1084337.3493975904,7965.306664306576,94936.70886075949,227848.1012658228,12048.192771084337,88.50340738118418,1054.8523206751056,2531.6455696202534
410,29-07-2020,83.0,28,55.0,11299.0,40.11,948,106.0,6908.0,395.0,371291.0,32280.0,371291.0,,1422.0,Wednesday,July2020,2020,20200729,1084337.3493975904,7965.306664306576,94936.70886075949,227848.1012658228,12048.192771084337,88.50340738118418,1054.8523206751056,2531.6455696202534
409,30-07-2020,83.0,28,55.0,11299.0,40.15,948,106.0,6908.0,395.0,374945.0,31424.0,374945.0,,1474.0,Thursday,July2020,2020,20200730,1084337.3493975904,7965.306664306576,94936.70886075949,227848.1012658228,12048.192771084337,88.50340738118418,1054.8523206751056,2531.6455696202534
408,01-08-2020,83.0,28,55.0,11299.0,39.05,948,106.0,6908.0,395.0,379181.0,31229.0,379181.0,,1610.0,Saturday,August2020,2020,20200801,1084337.3493975904,7965.306664306576,94936.70886075949,227848.1012658228,12048.192771084337,88.50340738118418,1054.8523206751056,2531.6455696202534
407,02-08-2020,83.0,28,55.0,11552.0,37.88,948,106.0,6908.0,395.0,383458.0,33479.0,383458.0,,1565.0,Sunday,August2020,2020,20200802,1084337.3493975904,7790.858725761773,94936.70886075949,227848.1012658228,12048.192771084337,86.56509695290859,1054.8523206751056,2531.6455696202534
406,03-08-2020,83.0,28,55.0,11560.0,39.18,948,106.0,6908.0,395.0,385489.0,32490.0,385489.0,,1711.0,Monday,August2020,2020,20200803,1084337.3493975904,7785.467128027682,94936.70886075949,227848.1012658228,12048.192771084337,86.50519031141869,1054.8523206751056,2531.6455696202534
405,06-08-2020,83.0,28,55.0,11560.0,39.79,948,106.0,6908.0,395.0,391392.0,29340.0,391392.0,,1702.0,Thursday,August2020,2020,20200806,1084337.3493975904,7785.467128027682,94936.70886075949,227848.1012658228,12048.192771084337,86.50519031141869,1054.8523206751056,2531.6455696202534
404,09-08-2020,83.0,28,55.0,11560.0,39.08,948,106.0,6908.0,395.0,397139.0,27204.0,397139.0,,1558.0,Sunday,August2020,2020,20200809,1084337.3493975904,7785.467128027682,94936.70886075949,227848.1012658228,12048.192771084337,86.50519031141869,1054.8523206751056,2531.6455696202534
403,11-08-2020,83.0,28,55.0,11775.0,37.1,948,109.0,7126.0,715.0,401289.0,27927.0,401289.0,,1608.0,Tuesday,August2020,2020,20200811,1084337.3493975904,7643.3121019108285,94936.70886075949,125874.12587412588,12048.192771084337,84.92569002123143,1054.8523206751056,1398.6013986013986
402,12-08-2020,84.0,29,55.0,11775.0,36.57,948,109.0,7126.0,715.0,402173.0,28838.0,402173.0,,1735.0,Wednesday,August2020,2020,20200812,1071428.5714285714,7643.3121019108285,94936.70886075949,125874.12587412588,11904.761904761905,84.92569002123143,1054.8523206751056,1398.6013986013986
401,13-08-2020,84.0,29,55.0,11775.0,35.8,948,200.0,11507.0,715.0,404788.0,32987.0,404788.0,,1832.0,Thursday,August2020,2020,20200813,1071428.5714285714,7643.3121019108285,94936.70886075949,125874.12587412588,11904.761904761905,84.92569002123143,1054.8523206751056,1398.6013986013986
400,15-08-2020,84.0,29,55.0,11775.0,36.31,1243,200.0,11507.0,790.0,409384.0,38715.0,409384.0,,1857.0,Saturday,August2020,2020,20200815,1071428.5714285714,7643.3121019108285,72405.47063555913,113924.0506329114,11904.761904761905,84.92569002123143,804.5052292839904,1265.8227848101267
399,16-08-2020,84.0,29,55.0,11775.0,36.15,1243,200.0,11507.0,790.0,412385.0,39731.0,412385.0,,1888.0,Sunday,August2020,2020,20200816,1071428.5714285714,7643.3121019108285,72405.47063555913,113924.0506329114,11904.761904761905,84.92569002123143,804.5052292839904,1265.8227848101267
398,17-08-2020,84.0,29,55.0,11775.0,36.87,1243,200.0,11507.0,790.0,415294.0,41937.0,415294.0,,1963.0,Monday,August2020,2020,20200817,1071428.5714285714,7643.3121019108285,72405.47063555913,113924.0506329114,11904.761904761905,84.92569002123143,804.5052292839904,1265.8227848101267
397,18-08-2020,84.0,29,55.0,11775.0,36.82,1243,200.0,11507.0,790.0,418439.0,43927.0,418439.0,,1953.0,Tuesday,August2020,2020,20200818,1071428.5714285714,7643.3121019108285,72405.47063555913,113924.0506329114,11904.761904761905,84.92569002123143,804.5052292839904,1265.8227848101267
396,19-08-2020,85.0,30,55.0,11825.0,38.24,1243,200.0,11507.0,790.0,421739.0,44591.0,421739.0,,1952.0,Wednesday,August2020,2020,20200819,1058823.5294117648,7610.993657505285,72405.47063555913,113924.0506329114,11764.705882352942,84.56659619450318,804.5052292839904,1265.8227848101267
395,20-08-2020,86.0,31,55.0,11935.0,36.24,1243,200.0,11507.0,790.0,424390.0,45184.0,424390.0,,1919.0,Thursday,August2020,2020,20200820,1046511.6279069767,7540.84625052367,72405.47063555913,113924.0506329114,11627.906976744187,83.78718056137411,804.5052292839904,1265.8227848101267
394,21-08-2020,86.0,31,55.0,11935.0,35.84,1243,200.0,11507.0,790.0,428628.0,46037.0,428628.0,,1993.0,Friday,August2020,2020,20200821,1046511.6279069767,7540.84625052367,72405.47063555913,113924.0506329114,11627.906976744187,83.78718056137411,804.5052292839904,1265.8227848101267
393,22-08-2020,87.0,32,55.0,12035.0,36.71,1243,200.0,11507.0,790.0,432017.0,47305.0,432017.0,,1962.0,Saturday,August2020,2020,20200822,1034482.7586206896,7478.188616535106,72405.47063555913,113924.0506329114,11494.252873563219,83.09098462816785,804.5052292839904,1265.8227848101267
392,23-08-2020,87.0,32,55.0,12035.0,36.51,1243,200.0,11507.0,790.0,436185.0,48140.0,436185.0,,1989.0,Sunday,August2020,2020,20200823,1034482.7586206896,7478.188616535106,72405.47063555913,113924.0506329114,11494.252873563219,83.09098462816785,804.5052292839904,1265.8227848101267
391,24-08-2020,87.0,32,55.0,12035.0,35.57,1243,200.0,11507.0,790.0,440938.0,47814.0,440938.0,,1879.0,Monday,August2020,2020,20200824,1034482.7586206896,7478.188616535106,72405.47063555913,113924.0506329114,11494.252873563219,83.09098462816785,804.5052292839904,1265.8227848101267
390,25-08-2020,87.0,32,55.0,12045.0,35.17,1243,200.0,11507.0,790.0,444152.0,48038.0,444152.0,,1776.0,Tuesday,August2020,2020,20200825,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
389,26-08-2020,87.0,32,55.0,12045.0,35.0,1243,200.0,11507.0,790.0,448028.0,49183.0,448028.0,,1756.0,Wednesday,August2020,2020,20200826,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
388,27-08-2020,87.0,32,55.0,12045.0,34.69,1243,200.0,11507.0,790.0,451773.0,50259.0,451773.0,,1697.0,Thursday,August2020,2020,20200827,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
387,28-08-2020,87.0,32,55.0,12045.0,33.55,1243,200.0,11507.0,790.0,455294.0,52937.0,455294.0,,1760.0,Friday,August2020,2020,20200828,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
386,29-08-2020,87.0,32,55.0,12045.0,33.28,1243,200.0,11507.0,790.0,459294.0,51597.0,459294.0,,1744.0,Saturday,August2020,2020,20200829,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
385,30-08-2020,87.0,32,55.0,12045.0,32.69,1243,200.0,11507.0,790.0,463901.0,52692.0,463901.0,,1713.0,Sunday,August2020,2020,20200830,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
384,31-08-2020,87.0,32,55.0,12045.0,32.14,1243,200.0,11507.0,790.0,467017.0,54318.0,467017.0,,1779.0,Monday,August2020,2020,20200831,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
383,01-09-2020,87.0,32,55.0,12045.0,33.08,1243,200.0,11507.0,790.0,471365.0,55738.0,471365.0,,1760.0,Tuesday,September2020,2020,20200901,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
382,02-09-2020,87.0,32,55.0,12045.0,32.75,1243,200.0,11507.0,790.0,476813.0,56307.0,476813.0,,1747.0,Wednesday,September2020,2020,20200902,1034482.7586206896,7471.9800747198005,72405.47063555913,113924.0506329114,11494.252873563219,83.02200083022001,804.5052292839904,1265.8227848101267
381,03-09-2020,90.0,35,55.0,12275.0,32.36,1243,200.0,11507.0,790.0,481283.0,58039.0,481283.0,,1720.0,Thursday,September2020,2020,20200903,1000000.0,7331.975560081466,72405.47063555913,113924.0506329114,11111.111111111111,81.46639511201629,804.5052292839904,1265.8227848101267
380,04-09-2020,90.0,35,55.0,12275.0,32.47,1243,200.0,11507.0,790.0,486937.0,60142.0,486937.0,,1739.0,Friday,September2020,2020,20200904,1000000.0,7331.975560081466,72405.47063555913,113924.0506329114,11111.111111111111,81.46639511201629,804.5052292839904,1265.8227848101267
379,05-09-2020,91.0,36,55.0,12355.0,33.94,1243,200.0,11507.0,790.0,491374.0,61955.0,491374.0,,1613.0,Saturday,September2020,2020,20200905,989010.989010989,7284.500202347228,72405.47063555913,113924.0506329114,10989.010989010989,80.93889113719142,804.5052292839904,1265.8227848101267
378,06-09-2020,91.0,36,55.0,12355.0,33.99,1243,200.0,11507.0,790.0,496284.0,62037.0,496284.0,,1622.0,Sunday,September2020,2020,20200906,989010.989010989,7284.500202347228,72405.47063555913,113924.0506329114,10989.010989010989,80.93889113719142,804.5052292839904,1265.8227848101267
377,07-09-2020,91.0,36,55.0,12355.0,33.65,1243,200.0,11507.0,790.0,501382.0,63845.0,501382.0,,1777.0,Monday,September2020,2020,20200907,989010.989010989,7284.500202347228,72405.47063555913,113924.0506329114,10989.010989010989,80.93889113719142,804.5052292839904,1265.8227848101267
376,08-09-2020,92.0,37,55.0,12385.0,33.67,1243,200.0,11507.0,790.0,506526.0,64921.0,506526.0,,1766.0,Tuesday,September2020,2020,20200908,978260.8695652174,7266.8550666128385,72405.47063555913,113924.0506329114,10869.565217391304,80.74283407347599,804.5052292839904,1265.8227848101267
375,09-09-2020,92.0,37,55.0,12385.0,32.93,1243,200.0,11507.0,790.0,511392.0,65701.0,511392.0,,1810.0,Wednesday,September2020,2020,20200909,978260.8695652174,7266.8550666128385,72405.47063555913,113924.0506329114,10869.565217391304,80.74283407347599,804.5052292839904,1265.8227848101267
374,11-09-2020,92.0,37,55.0,12505.0,32.48,1243,200.0,11507.0,790.0,521732.0,66395.0,521732.0,,1738.0,Friday,September2020,2020,20200911,978260.8695652174,7197.121151539384,72405.47063555913,113924.0506329114,10869.565217391304,79.96801279488206,804.5052292839904,1265.8227848101267
373,12-09-2020,92.0,37,55.0,12675.0,32.98,1243,200.0,11507.0,790.0,526937.0,67852.0,526937.0,,1714.0,Saturday,September2020,2020,20200912,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
372,13-09-2020,92.0,37,55.0,12675.0,32.36,1243,200.0,11507.0,790.0,531258.0,69637.0,531258.0,,1725.0,Sunday,September2020,2020,20200913,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
371,14-09-2020,92.0,37,55.0,12675.0,32.16,1243,200.0,11507.0,790.0,536613.0,71270.0,536613.0,,1702.0,Monday,September2020,2020,20200914,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
370,15-09-2020,92.0,37,55.0,12675.0,32.87,1243,200.0,11507.0,790.0,541628.0,72695.0,541628.0,,1697.0,Tuesday,September2020,2020,20200915,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
369,16-09-2020,92.0,37,55.0,12675.0,33.09,1243,200.0,11507.0,790.0,546735.0,73951.0,546735.0,,1672.0,Wednesday,September2020,2020,20200916,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
368,17-09-2020,92.0,37,55.0,12675.0,33.39,1243,200.0,11507.0,790.0,551731.0,74814.0,551731.0,,1695.0,Thursday,September2020,2020,20200917,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
367,18-09-2020,92.0,37,55.0,12675.0,33.58,1243,200.0,11507.0,790.0,557136.0,73816.0,557136.0,,1641.0,Friday,September2020,2020,20200918,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
366,19-09-2020,92.0,37,55.0,12675.0,33.84,1243,200.0,11507.0,790.0,562921.0,75201.0,562921.0,,1605.0,Saturday,September2020,2020,20200919,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
365,20-09-2020,92.0,37,55.0,12675.0,33.94,1243,200.0,11507.0,790.0,567203.0,75861.0,567203.0,,1511.0,Sunday,September2020,2020,20200920,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
364,21-09-2020,92.0,37,55.0,12675.0,33.14,1243,200.0,11507.0,790.0,572813.0,76409.0,572813.0,,1465.0,Monday,September2020,2020,20200921,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
363,22-09-2020,92.0,37,55.0,12675.0,33.54,1243,200.0,11507.0,790.0,578639.0,76812.0,578639.0,,1422.0,Tuesday,September2020,2020,20200922,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
362,23-09-2020,92.0,37,55.0,12675.0,33.93,1243,200.0,11507.0,790.0,584195.0,77102.0,584195.0,,1446.0,Wednesday,September2020,2020,20200923,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
361,24-09-2020,92.0,37,55.0,12675.0,34.79,1243,200.0,11507.0,790.0,590514.0,77638.0,590514.0,,1438.0,Thursday,September2020,2020,20200924,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
360,25-09-2020,92.0,37,55.0,12675.0,35.46,1243,200.0,11507.0,790.0,596381.0,77820.0,596381.0,,1445.0,Friday,September2020,2020,20200925,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
359,26-09-2020,92.0,37,55.0,12675.0,35.47,1243,200.0,11507.0,790.0,601927.0,77340.0,601927.0,,1342.0,Saturday,September2020,2020,20200926,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
358,27-09-2020,92.0,37,55.0,12675.0,36.09,1243,200.0,11507.0,790.0,606728.0,78103.0,606728.0,,1422.0,Sunday,September2020,2020,20200927,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
357,28-09-2020,92.0,37,55.0,12675.0,35.94,1243,200.0,11507.0,790.0,611937.0,78870.0,611937.0,,1305.0,Monday,September2020,2020,20200928,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
356,29-09-2020,92.0,37,55.0,12675.0,35.77,1243,200.0,11507.0,790.0,617403.0,77260.0,617403.0,,1462.0,Tuesday,September2020,2020,20200929,978260.8695652174,7100.591715976331,72405.47063555913,113924.0506329114,10869.565217391304,78.89546351084813,804.5052292839904,1265.8227848101267
355,30-09-2020,92.0,37,55.0,12715.0,35.34,1243,200.0,11507.0,790.0,622936.0,78417.0,622936.0,,1338.0,Wednesday,September2020,2020,20200930,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
354,01-10-2020,92.0,37,55.0,12715.0,35.45,1243,200.0,11507.0,790.0,628307.0,79614.0,628307.0,,1313.0,Thursday,October2020,2020,20201001,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
353,02-10-2020,92.0,37,55.0,12715.0,37.02,1243,200.0,11507.0,790.0,634825.0,79213.0,634825.0,,1343.0,Friday,October2020,2020,20201002,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
352,03-10-2020,92.0,37,55.0,12715.0,37.4,1243,200.0,11507.0,790.0,641364.0,79609.0,641364.0,,1320.0,Saturday,October2020,2020,20201003,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
351,04-10-2020,92.0,37,55.0,12715.0,37.16,1243,200.0,11507.0,790.0,646827.0,80471.0,646827.0,,1337.0,Sunday,October2020,2020,20201004,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
350,05-10-2020,92.0,37,55.0,12715.0,37.51,1243,200.0,11507.0,790.0,651827.0,80281.0,651827.0,,1363.0,Monday,October2020,2020,20201005,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
349,06-10-2020,92.0,37,55.0,12715.0,38.0,1243,200.0,11507.0,790.0,656728.0,81261.0,656728.0,,1329.0,Tuesday,October2020,2020,20201006,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
348,07-10-2020,92.0,37,55.0,12715.0,37.61,1243,200.0,11507.0,790.0,662317.0,80969.0,662317.0,,1346.0,Wednesday,October2020,2020,20201007,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
347,08-10-2020,92.0,37,55.0,12715.0,38.04,1243,200.0,11507.0,790.0,667894.0,80427.0,667894.0,,1408.0,Thursday,October2020,2020,20201008,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
346,09-10-2020,92.0,37,55.0,12715.0,37.59,1243,200.0,11507.0,790.0,673279.0,82401.0,673279.0,,1376.0,Friday,October2020,2020,20201009,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
345,10-10-2020,92.0,37,55.0,12715.0,36.85,1243,200.0,11507.0,790.0,679520.0,84817.0,679520.0,,1353.0,Saturday,October2020,2020,20201010,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
344,11-10-2020,92.0,37,55.0,12715.0,37.4,1243,200.0,11507.0,790.0,685742.0,86732.0,685742.0,,1338.0,Sunday,October2020,2020,20201011,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
343,12-10-2020,92.0,37,55.0,12715.0,35.82,1243,200.0,11507.0,790.0,690831.0,88061.0,690831.0,,1324.0,Monday,October2020,2020,20201012,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
342,13-10-2020,92.0,37,55.0,12715.0,37.43,1243,200.0,11507.0,790.0,696831.0,90385.0,696831.0,,1264.0,Tuesday,October2020,2020,20201013,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
341,14-10-2020,92.0,37,55.0,12715.0,36.52,1243,200.0,11507.0,790.0,703829.0,90731.0,703829.0,,1215.0,Wednesday,October2020,2020,20201014,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
340,15-10-2020,92.0,37,55.0,12715.0,37.88,1243,200.0,11507.0,790.0,709408.0,91628.0,709408.0,,1183.0,Thursday,October2020,2020,20201015,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
339,16-10-2020,92.0,37,55.0,12715.0,37.66,1243,200.0,11507.0,790.0,715851.0,91273.0,715851.0,,1252.0,Friday,October2020,2020,20201016,978260.8695652174,7078.254030672434,72405.47063555913,113924.0506329114,10869.565217391304,78.6472670074715,804.5052292839904,1265.8227848101267
338,17-10-2020,93.0,38,55.0,12751.0,37.82,1243,200.0,11507.0,790.0,721806.0,92571.0,721806.0,,1237.0,Saturday,October2020,2020,20201017,967741.9354838709,7058.269939612579,72405.47063555913,113924.0506329114,10752.68817204301,78.42522155125089,804.5052292839904,1265.8227848101267
