date,unit_name,ppe,n95_masks,reusable_masks,disposable_masks,gloves,sanitizer
14-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
14-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
14-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
14-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
14-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
14-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
14-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
14-12-2020,purulia,49950,34100,52700,148550,121700,7421
14-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
14-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
14-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
14-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
14-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
14-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
14-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
14-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
14-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
14-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
14-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
14-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
14-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
14-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
14-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
14-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
14-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
14-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
14-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
14-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
14-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
14-12-2020,cnmch,52350,47800,23150,133500,99500,3472
14-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
14-12-2020,stock in hand-in transit,382968,1112535,872951,232187,292158,46818
14-12-2020,,2726262,3610040,2447359,7745208,7433210,368789
13-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
13-12-2020,bankura,43950,44700,27300,161550,104200,7248
13-12-2020,birbhum,36150,25300,32400,96050,49700,6171
13-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
13-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
13-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
13-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
13-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
13-12-2020,hooghly,62870,50250,47000,174200,159100,11041
13-12-2020,howrah,110450,73000,63780,202550,228200,6531
13-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
13-12-2020,jhargram,16250,15100,24890,57050,56200,4193
13-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
13-12-2020,malda,26100,22700,26000,87100,95700,7151
13-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
13-12-2020,nadia,61070,37240,37100,148050,132700,5631
13-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
13-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
13-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
13-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
13-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
13-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
13-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
13-12-2020,purulia,49950,34100,52700,148550,121700,7421
13-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
13-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
13-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
13-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
13-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
13-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
13-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
13-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
13-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
13-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
13-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
13-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
13-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
13-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
13-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
13-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
13-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
13-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
13-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
13-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
13-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
13-12-2020,cnmch,52350,47800,23150,133500,99500,3472
13-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
13-12-2020,stock in hand-in transit,380968,1087535,872951,202187,262158,45818
13-12-2020,,2724262,3585040,2447359,7715208,7403210,367789
12-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
12-12-2020,bankura,43950,44700,27300,161550,104200,7248
12-12-2020,birbhum,36150,25300,32400,96050,49700,6171
12-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
12-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
12-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
12-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
12-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
12-12-2020,hooghly,62870,50250,47000,174200,159100,11041
12-12-2020,howrah,110450,73000,63780,202550,228200,6531
12-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
12-12-2020,jhargram,16250,15100,24890,57050,56200,4193
12-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
12-12-2020,malda,26100,22700,26000,87100,95700,7151
12-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
12-12-2020,nadia,61070,37240,37100,148050,132700,5631
12-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
12-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
12-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
12-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
12-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
12-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
12-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
12-12-2020,purulia,49950,34100,52700,148550,121700,7421
12-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
12-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
12-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
12-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
12-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
12-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
12-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
12-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
12-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
12-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
12-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
12-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
12-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
12-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
12-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
12-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
12-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
12-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
12-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
12-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
12-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
12-12-2020,cnmch,52350,47800,23150,133500,99500,3472
12-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
12-12-2020,stock in hand-in transit,377968,1067535,872951,172187,242158,44818
12-12-2020,,2721262,3565040,2447359,7685208,7383210,366789
11-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
11-12-2020,bankura,43950,44700,27300,161550,104200,7248
11-12-2020,birbhum,36150,25300,32400,96050,49700,6171
11-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
11-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
11-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
11-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
11-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
11-12-2020,hooghly,62870,50250,47000,174200,159100,11041
11-12-2020,howrah,110450,73000,63780,202550,228200,6531
11-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
11-12-2020,jhargram,16250,15100,24890,57050,56200,4193
11-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
11-12-2020,malda,26100,22700,26000,87100,95700,7151
11-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
11-12-2020,nadia,61070,37240,37100,148050,132700,5631
11-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
11-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
11-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
11-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
11-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
11-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
11-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
11-12-2020,purulia,49950,34100,52700,148550,121700,7421
11-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
11-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
11-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
11-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
11-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
11-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
11-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
11-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
11-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
11-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
11-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
11-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
11-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
11-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
11-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
11-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
11-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
11-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
11-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
11-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
11-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
11-12-2020,cnmch,52350,47800,23150,133500,99500,3472
11-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
11-12-2020,stock in hand-in transit,375968,1047535,872951,152187,212158,43818
11-12-2020,,2719262,3545040,2447359,7665208,7353210,365789
10-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
10-12-2020,bankura,43950,44700,27300,161550,104200,7248
10-12-2020,birbhum,36150,25300,32400,96050,49700,6171
10-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
10-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
10-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
10-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
10-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
10-12-2020,hooghly,62870,50250,47000,174200,159100,11041
10-12-2020,howrah,110450,73000,63780,202550,228200,6531
10-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
10-12-2020,jhargram,16250,15100,24890,57050,56200,4193
10-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
10-12-2020,malda,26100,22700,26000,87100,95700,7151
10-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
10-12-2020,nadia,61070,37240,37100,148050,132700,5631
10-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
10-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
10-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
10-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
10-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
10-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
10-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
10-12-2020,purulia,49950,34100,52700,148550,121700,7421
10-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
10-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
10-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
10-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
10-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
10-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
10-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
10-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
10-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
10-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
10-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
10-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
10-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
10-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
10-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
10-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
10-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
10-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
10-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
10-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
10-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
10-12-2020,cnmch,52350,47800,23150,133500,99500,3472
10-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
10-12-2020,stock in hand-in transit,372968,1027535,872951,127187,192158,42818
10-12-2020,,2716262,3525040,2447359,7640208,7333210,364789
09-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
09-12-2020,bankura,43950,44700,27300,161550,104200,7248
09-12-2020,birbhum,36150,25300,32400,96050,49700,6171
09-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
09-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
09-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
09-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
09-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
09-12-2020,hooghly,62870,50250,47000,174200,159100,11041
09-12-2020,howrah,110450,73000,63780,202550,228200,6531
09-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
09-12-2020,jhargram,16250,15100,24890,57050,56200,4193
09-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
09-12-2020,malda,26100,22700,26000,87100,95700,7151
09-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
09-12-2020,nadia,61070,37240,37100,148050,132700,5631
09-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
09-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
09-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
09-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
09-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
09-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
09-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
09-12-2020,purulia,49950,34100,52700,148550,121700,7421
09-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
09-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
09-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
09-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
09-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
09-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
09-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
09-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
09-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
09-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
09-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
09-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
09-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
09-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
09-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
09-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
09-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
09-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
09-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
09-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
09-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
09-12-2020,cnmch,52350,47800,23150,133500,99500,3472
09-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
09-12-2020,stock in hand-in transit,370968,1002535,872951,97187,162158,41818
09-12-2020,,2714262,3500040,2447359,7610208,7303210,363789
08-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
08-12-2020,bankura,43950,44700,27300,161550,104200,7248
08-12-2020,birbhum,36150,25300,32400,96050,49700,6171
08-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
08-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
08-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
08-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
08-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
08-12-2020,hooghly,62870,50250,47000,174200,159100,11041
08-12-2020,howrah,110450,73000,63780,202550,228200,6531
08-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
08-12-2020,jhargram,16250,15100,24890,57050,56200,4193
08-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
08-12-2020,malda,26100,22700,26000,87100,95700,7151
08-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
08-12-2020,nadia,61070,37240,37100,148050,132700,5631
08-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
08-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
08-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
08-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
08-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
08-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
08-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
08-12-2020,purulia,49950,34100,52700,148550,121700,7421
08-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
08-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
08-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
08-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
08-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
08-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
08-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
08-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
08-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
08-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
08-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
08-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
08-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
08-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
08-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
08-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
08-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
08-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
08-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
08-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
08-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
08-12-2020,cnmch,52350,47800,23150,133500,99500,3472
08-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
08-12-2020,stock in hand-in transit,367968,982535,872951,77187,132158,40818
08-12-2020,,2711262,3480040,2447359,7590208,7273210,362789
07-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
07-12-2020,bankura,43950,44700,27300,161550,104200,7248
07-12-2020,birbhum,36150,25300,32400,96050,49700,6171
07-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
07-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
07-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
07-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
07-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
07-12-2020,hooghly,62870,50250,47000,174200,159100,11041
07-12-2020,howrah,110450,73000,63780,202550,228200,6531
07-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
07-12-2020,jhargram,16250,15100,24890,57050,56200,4193
07-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
07-12-2020,malda,26100,22700,26000,87100,95700,7151
07-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
07-12-2020,nadia,61070,37240,37100,148050,132700,5631
07-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
07-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
07-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
07-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
07-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
07-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
07-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
07-12-2020,purulia,49950,34100,52700,148550,121700,7421
07-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
07-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
07-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
07-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
07-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
07-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
07-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
07-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
07-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
07-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
07-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
07-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
07-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
07-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
07-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
07-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
07-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
07-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
07-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
07-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
07-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
07-12-2020,cnmch,52350,47800,23150,133500,99500,3472
07-12-2020,other govt dept/institutions,413701,375995,225688,1064021,988752,55555
07-12-2020,stock in hand-in transit,365968,962535,872951,52187,112158,39818
07-12-2020,,2709262,3460040,2447359,7565208,7253210,361789
06-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
06-12-2020,bankura,43950,44700,27300,161550,104200,7248
06-12-2020,birbhum,36150,25300,32400,96050,49700,6171
06-12-2020,bishnupur hd,14850,30600,54600,125250,115200,5911
06-12-2020,coochbehar,32100,29450,26950,41100,7200,4354
06-12-2020,dakshin dinajpur,20400,19150,21500,121600,83700,4921
06-12-2020,darjeeling,51250,50650,22900,32200,10700,4298
06-12-2020,diamond harbour hd,41250,31300,28000,107550,101500,4034
06-12-2020,hooghly,62870,50250,47000,174200,159100,11041
06-12-2020,howrah,110450,73000,63780,202550,228200,6531
06-12-2020,jalpaiguri,34800,35600,45550,111000,61200,5863
06-12-2020,jhargram,16250,15100,24890,57050,56200,4193
06-12-2020,kalimpong,21150,20900,19000,68050,35200,4370.5
06-12-2020,malda,26100,22700,26000,87100,95700,7151
06-12-2020,murshidabad,34333,50380,48700,143100,140200,10080
06-12-2020,nadia,61070,37240,37100,148050,132700,5631
06-12-2020,north 24 parganas,97800,72740,31440,189000,123700,7383.5
06-12-2020,basirhat hd,42820,44230,32280,144050,165000,5447
06-12-2020,paschim bardhaman,36350,33100,17780,121000,115900,2057
06-12-2020,paschim medinipur,32450,45300,41090,155050,137700,7235
06-12-2020,purba bardhaman,58650,51700,27100,136550,138700,9443
06-12-2020,purba medinipur,53550,39200,33220,87050,94100,1731
06-12-2020,nandigram hd,17250,31100,30640,121050,80200,7029
06-12-2020,purulia,49950,34100,52700,148550,121700,7421
06-12-2020,rampurhat hd,24150,29000,30300,61550,74500,5637
06-12-2020,south 24 parganas,55950,32600,33400,107250,110400,2141
06-12-2020,uttar dinajpur,35750,43550,43850,113050,131700,5853
06-12-2020,bankura s mc&h,20500,44650,10200,182500,186400,2660
06-12-2020,coochbehar mc&h,13800,14900,14600,53500,83500,3442
06-12-2020,nb mc&h,40350,96000,20000,224200,225500,7890
06-12-2020,diamond harbour mc&h,13300,22700,10100,147500,145000,3898
06-12-2020,malda mc&h,18800,69100,13100,188500,207500,5968
06-12-2020,murshidabad mc&h,30130,70450,14600,129000,184500,2340
06-12-2020,bardhaman mc&h,23900,34100,17500,189500,212500,3248
06-12-2020,medinipur mc&h,55800,71700,34100,252000,192000,11198
06-12-2020,purulia mc&h,13300,19900,51600,99500,112000,4098
06-12-2020,rampurhat mc&h,21400,25400,17600,40000,67500,10048
06-12-2020,raiganj mc&h,14100,11900,13100,56500,77000,1990
06-12-2020,jnm mc&h,17400,21000,24000,45000,44000,2672
06-12-2020,sagar dutta mc&h,64520,89330,17600,175550,188000,7478
06-12-2020,id & bg hospital,45050,58800,20600,101100,77500,2671
06-12-2020,rg kar mch,40850,65000,15800,301050,310200,7007
06-12-2020,nrs mch,61250,91000,30800,214550,199200,4690
06-12-2020,ipgmer & sskmh,98900,108590,66600,429050,409500,14617
06-12-2020,"medical college, kolkata",154450,141000,20800,325050,382500,8762
06-12-2020,cnmch,52350,47800,23150,133500,99500,3472
06-12-2020,other govt dept/institutions,415701,395995,225688,1064021,1008752,56555
06-12-2020,stock in hand-in transit,360968,917535,872951,22187,72158,37818
06-12-2020,,2706262,3435040,2447359,7535208,7233210,360789
05-12-2020,alipurduar,17800,25250,13400,100900,74200,5092
