date,district,cases_today,deaths_today,cases_total,deaths_total,under_treatment,cured_total
04-06-2021,fazilka,0,0,11,1,8,0
04-06-2021,firozepur,0,0,9,1,5,0
04-06-2021,gurdaspur,0,0,14,4,10,0
04-06-2021,hoshiarpur,2,0,8,1,6,0
04-06-2021,jalandhar,-3,0,33,8,20,0
04-06-2021,kapurthala,2,1,17,2,14,0
04-06-2021,ludhiana,2,2,60,8,38,0
04-06-2021,mansa,0,0,8,1,6,0
04-06-2021,moga,1,0,3,3,0,0
04-06-2021,pathankot,0,0,2,1,1,0
04-06-2021,patiala,3,0,24,2,18,0
04-06-2021,rupnagar (ropar),0,0,1,1,0,0
04-06-2021,s.a.s nagar,1,0,9,8,0,0
04-06-2021,sangrur,0,0,11,1,10,0
04-06-2021,shahidbhagat singh nagar(nawanshahr),0,0,3,1,2,0
04-06-2021,sri muktsar sahib,1,0,20,1,16,0
04-06-2021,tarn taran,2,0,5,1,4,0
04-06-2021,other states,0,0,46,6,35,0
04-06-2021,grand total,19,3,362,52,258,0
03-06-2021,amritsar,3,1,23,4,18,0
03-06-2021,barnala,1,1,8,4,4,0
03-06-2021,bathinda,2,0,31,3,20,0
03-06-2021,faridkot,0,0,5,1,3,0
03-06-2021,fatehgarh sahib,0,0,3,1,2,0
03-06-2021,fazilka,0,0,11,1,8,0
03-06-2021,firozepur,-1,0,9,1,5,0
03-06-2021,gurdaspur,2,0,14,4,10,0
03-06-2021,hoshiarpur,0,0,6,1,4,0
03-06-2021,jalandhar,3,0,36,8,25,0
03-06-2021,kapurthala,0,0,15,1,13,0
03-06-2021,ludhiana,6,0,58,6,47,0
03-06-2021,mansa,0,0,8,1,6,0
03-06-2021,moga,0,0,2,2,0,0
03-06-2021,pathankot,0,0,2,1,1,0
03-06-2021,patiala,2,0,21,2,15,0
03-06-2021,rupnagar,0,0,1,1,0,0
03-06-2021,s.a.s nagar,0,0,8,8,0,0
03-06-2021,sangrur,0,0,11,1,10,0
03-06-2021,sbs nagar,1,1,3,1,2,0
03-06-2021,sri muktsar sahib,1,0,19,1,17,0
03-06-2021,tarn taran,0,0,3,1,2,0
03-06-2021,other states,3,0,46,6,38,0
03-06-2021,grand total,23,3,343,49,261,0
01-06-2021,amritsar,2,1,18,3,15,0
01-06-2021,barnala,0,0,10,6,4,0
01-06-2021,bathinda,1,0,27,3,17,0
01-06-2021,faridkot,0,0,4,4,0,0
01-06-2021,fatehgarh sahib,0,0,3,1,2,0
01-06-2021,fazilka,2,0,10,1,8,0
01-06-2021,firozepur,1,1,8,1,5,0
01-06-2021,gurdaspur,1,0,12,4,8,0
01-06-2021,hoshiarpur,0,0,6,1,4,0
01-06-2021,jalandhar,7,2,31,8,20,0
01-06-2021,kapurthala,0,0,14,1,12,0
01-06-2021,ludhiana,2,0,48,6,38,0
01-06-2021,mansa,0,0,8,7,0,0
01-06-2021,moga,0,0,2,2,0,0
01-06-2021,pathankot,0,0,2,1,1,0
01-06-2021,patiala,0,0,17,2,14,0
01-06-2021,rupnagar (ropar),1,0,1,1,0,0
01-06-2021,s.a.s nagar,0,0,8,8,0,0
01-06-2021,sangrur,1,0,10,1,9,0
01-06-2021,shahid bhagat singhnagar (nawanshahr),0,0,2,2,0,0
01-06-2021,sri muktsarsahib,1,0,15,1,13,0
01-06-2021,tarn taran,0,0,3,1,2,0
01-06-2021,other states,0,0,41,2,38,0
01-06-2021,grand total,19,4,300,43,234,0
03-01-2022,amritsar,0,0,64,18,0,44
03-01-2022,barnala,0,0,14,4,0,6
03-01-2022,bathinda,0,0,56,8,0,42
03-01-2022,faridkot,0,0,15,2,0,11
03-01-2022,fatehgarh sahib,0,0,9,1,0,7
03-01-2022,fazilka,0,0,16,2,0,10
03-01-2022,firozepur,0,0,17,2,0,13
03-01-2022,gurdaspur,0,0,29,10,0,16
03-01-2022,hoshiarpur,0,0,25,2,0,21
03-01-2022,jalandhar,0,0,56,10,0,41
03-01-2022,kapurthala,0,0,13,3,0,9
03-01-2022,ludhiana,0,0,112,15,0,72
03-01-2022,mansa,0,0,29,0,25,0
03-01-2022,moga,0,0,12,2,0,8
03-01-2022,pathankot,0,0,6,1,0,4
03-01-2022,patiala,0,0,33,4,0,24
03-01-2022,rupnagar (ropar),0,0,1,0,1,0
03-01-2022,s.a.s nagar,0,0,13,1,0,9
03-01-2022,sangrur,0,0,33,9,0,21
03-01-2022,shahid bhagat singh nagar(nawanshahr),0,0,9,1,0,7
03-01-2022,sri muktsar sahib,0,0,37,7,0,22
03-01-2022,tarn taran,0,0,19,6,0,13
03-01-2022,other states,0,0,73,11,0,54
03-01-2022,grand total,0,0,691,119,0,480
02-01-2022,amritsar,0,0,64,18,0,44
02-01-2022,barnala,0,0,14,4,0,6
02-01-2022,bathinda,0,0,56,8,0,42
02-01-2022,faridkot,0,0,15,2,0,11
02-01-2022,fatehgarh sahib,0,0,9,1,0,7
02-01-2022,fazilka,0,0,16,2,0,10
02-01-2022,firozepur,0,0,17,2,0,13
02-01-2022,gurdaspur,0,0,29,10,0,16
02-01-2022,hoshiarpur,0,0,25,2,0,21
02-01-2022,jalandhar,0,0,56,10,0,41
02-01-2022,kapurthala,0,0,13,3,0,9
02-01-2022,ludhiana,0,0,112,15,0,72
02-01-2022,mansa,0,0,29,0,25,0
02-01-2022,moga,0,0,12,2,0,8
02-01-2022,pathankot,0,0,6,1,0,4
02-01-2022,patiala,0,0,33,4,0,24
02-01-2022,rupnagar (ropar),0,0,1,0,1,0
02-01-2022,s.a.s nagar,0,0,13,1,0,9
02-01-2022,sangrur,0,0,33,9,0,21
02-01-2022,shahid bhagat singh nagar(nawanshahr),0,0,9,1,0,7
02-01-2022,sri muktsar sahib,0,0,37,7,0,22
02-01-2022,tarn taran,0,0,19,6,0,13
02-01-2022,other states,0,0,73,11,0,54
02-01-2022,grand total,0,0,691,119,0,480
01-01-2022,amritsar,0,0,64,18,0,44
01-01-2022,barnala,0,0,14,4,0,6
01-01-2022,bathinda,0,0,56,8,0,42
01-01-2022,faridkot,0,0,15,2,0,11
01-01-2022,fatehgarh sahib,0,0,9,1,0,7
01-01-2022,fazilka,0,0,16,2,0,10
01-01-2022,firozepur,0,0,17,2,0,13
01-01-2022,gurdaspur,0,0,29,10,0,16
01-01-2022,hoshiarpur,0,0,25,2,0,21
01-01-2022,jalandhar,0,0,56,10,0,41
01-01-2022,kapurthala,0,0,13,3,0,9
01-01-2022,ludhiana,0,0,112,15,0,72
01-01-2022,mansa,0,0,29,0,25,0
01-01-2022,moga,0,0,12,2,0,8
01-01-2022,pathankot,0,0,6,1,0,4
01-01-2022,patiala,0,0,33,4,0,24
01-01-2022,rupnagar (ropar),0,0,1,0,1,0
01-01-2022,s.a.s nagar,0,0,13,1,0,9
01-01-2022,sangrur,0,0,33,9,0,21
01-01-2022,shahid bhagat singh nagar(nawanshahr),0,0,9,1,0,7
01-01-2022,sri muktsar sahib,0,0,37,7,0,22
01-01-2022,tarn taran,0,0,19,6,0,13
01-01-2022,other states,0,0,73,11,0,54
01-01-2022,grand total,0,0,691,119,0,480
