date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2020-08-24,mansa,19,,,3 contacts of positive cases. 16 new cases,,,,,
2020-08-23,ludhiana,242,,,42 contacts of positive cases. 13 new cases (opd). 63 new cases (ili). 1 new case (anc). 29 new case (hcw). 4 new case (pre operative). 18 new cases.  1 new case (sari),rest cases details pending as reports received late.,,,,
2020-08-23,jalandhar,107,,,,case details pending as reports received late.,,,,
2020-08-23,patiala,188,,2 new cases (interstate travelers),116 contacts of positive cases. 70 new cases.,,,,,
2020-08-23,amritsar,68,,,30 contacts of positive cases. 38 new cases (opd),,,,,
2020-08-23,sas nagar,34,,,11 contacts of positive cases. 17 new cases. 1 new case (hcw). 2 new cases (police personnel). 3 new cases (ili),,,,,
2020-08-23,sangrur,51,,1 new case (domestic returnee),27 new cases. 10 new cases (ili). 2 new cases (hcw). 11 contacts of positive cases.,,,,,
2020-08-23,bathinda,21,,,,case details pending as reports received late,,,,
2020-08-23,gurdaspur,20,,,15 new cases. 5 contacts of positive cases.,,,,,
2020-08-23,ferozepur,37,,,,case details pending as reports received late,,,,
2020-08-23,moga,60,,1 new case (domestic returnee),20 contacts of positive cases. 1 new case (anc). 1 new case (prisoner). 37 new cases.,,,,,
2020-08-23,hoshiarpur,51,,,26 contacts of positive cases. 25 new cases,,,,,
2020-08-23,pathankot,35,,5 new cases (domestic returnees),10 new cases (opd). 6 new cases (ili). 14 contacts of positive cases.,,,,,
2020-08-23,fg sahib,21,,,11 contacts of positive cases. 8 new cases. 2 new cases (opd),,,,,
2020-08-23,kapurthala,58,,,10 new cases (ili). 19 contacts of positive cases. 2 new cases (police personnel). 1 new case (prisoner). 26 new cases.,,,,,
2020-08-23,faridkot,41,,,22 contacts of positive cases. 19 new cases,,,,,
2020-08-23,tarn taran,16,,1 new case (foreign returned),4 new cases (frontline workers). 2 new cases (ili). 2 contacts of positive cases. 7 new cases,,,,,
2020-08-23,ropar,17,,,4 contacts of positive cases. 10 new cases (ili). 3 new cases,,,,,
2020-08-23,fazilka,19,,,3 contacts of positive cases. 4 new case. 3 new cases (police personnel). 9 new cases (ili),,,,,
2020-08-23,sbs nagar,32,,,3 new cases (ili). 21 new cases. 8 contacts of positive cases.,,,,,
2020-08-23,muktsar,4,,,4 contacts of positive cases.,,,,,
2020-08-23,mansa,14,,,4 contacts of positive cases. 10 new cases.,,,,,
2020-08-22,ludhiana,360,,,111 contacts of positive cases. 44 new cases (opd). 95 new cases (ili). 2 new cases (anc). 3 new cases (police personnel). 18 new cases (hcw). 2 new cases (pre operative). 82 new cases. 3 new cases (sari),,,,,
2020-08-22,jalandhar,46,,,,cases details pending as reports received late,,,,
2020-08-22,patiala,177,,,,cases details pending as reports received late,,,,
2020-08-22,amritsar,92,,,40 contacts of positive cases. 35 new cases (opd).,rest cases details pending as reports received late.,,,,
2020-08-22,sas nagar,164,,13 new cases (interstate travelers). 1 new case (foreign returned),43 contacts of positive cases. 4 new cases (police personnel). 67 new cases. 35 new cases. 1 new case (hcw),,,,,
2020-08-22,sangrur,47,,,1 new case (frontline worker). 1 new case (prisoner). 9 contacts of positive cases. 23 new cases (opd). 10 new cases (ili). 3 new cases,,,,,
2020-08-22,bathinda,3,,,1 new case (ili). 2 new cases.,,,,,
2020-08-22,gurdaspur,26,,,2 contacts of positive cases. 1 new case (police personnel). 23 new cases.,,,,,
2020-08-22,ferozepur,3,,,3 new cases,,,,,
2020-08-22,moga,25,,,3 new cases (prisoners). 2 contacts of positive cases. 20 new cases.,,,,,
2020-08-22,hoshiarpur,34,,,17 contacts of positive cases. 17 new cases.,,,,,
2020-08-22,pathankot,42,,5 new cases (domestic returnees),23 contacts of positive cases. 1 new case (anc). 4 new cases (ili). 9 new cases (opd).,,,,,
2020-08-22,barnala,6,,,2 new cases (ili). 4 new cases,,,,,
2020-08-22,fg sahib,30,,,10 new cases. 11 contacts of positive cases. 3 new cases (ili). 6 new cases (opd),,,,,
2020-08-22,kapurthala,74,,1 new case (foreign returned),23 contacts of positive cases.. 1 new cases (hcw). 2 new cases (police personnel). 1 new case (anc). 1 new case (prisoner). 11 new cases (ili). 34 new cases,,,,,
2020-08-22,faridkot,25,,,,cases details pending as reports received late,,,,
2020-08-22,tarn taran,27,,,10 contacts of positive cases. 4 new cases (police personnel). 11 new cases. 2 new cases (ili),,,,,
2020-08-22,ropar,29,,,,cases details pending as reports received late,,,,
2020-08-22,fazilka,10,,,3 contacts of positive cases. 7 new cases (ili).,,,,,
2020-08-22,sbs nagar,13,,,10 contacts of positive cases. 1 new case (ili). 2 new cases,,,,,
2020-08-22,muktsar,68,,9 new cases (interstate travelers),30 new cases (opd). 22 contacts of positive cases. 7 new cases (ili),,,,,
2020-08-22,mansa,19,,,10 contacts of positive cases. 9 new cases,,,,,
2020-08-21,ludhiana,242,,,,case details pending as reports received late.,,,,
2020-08-21,jalandhar,169,,,,case details pending as reports received late.,,,,
2020-08-21,patiala,201,,2 new cases (interstate travelers),102 contacts of positive cases. 36 new cases. 49 new cases (ili). 12 new cases (sari),,,,,
2020-08-21,amritsar,80,,,44 contacts of positive cases. 33 new cases (opd). 3 new cases (ili),,,,,
2020-08-21,sas nagar,143,,2 new cases (domestic travelers). 1 new case (foreign returned),28 contacts of positive cases. 26 new cases (ili). 1 new case (police personnel). 7 new cases . 1 new case (opd),rest cases details pending as reports received late,,,,
2020-08-21,sangrur,102,,,65 new cases. 27 contacts of positive cases. 2 new cases (anc). 5 new cases (factory workers). 2 new cases (ili). 1 new case (police personnel),,,,,
2020-08-21,bathinda,90,,1 new case (foreign returned),28 new cases. 3 contacts of positive cases. 2 new cases (ili),rest cases details pending as reports received late.,,,,
2020-08-21,gurdaspur,49,,,2 new cases (police personnel). 9 contacts of positive cases. 2 new cases (frontline workers). 22 new cases.,rest cases details pending as reports received late.,,,,
2020-08-21,ferozepur,69,,,,case details pending as reports received late.,,,,
2020-08-21,moga,43,,6 new cases (domestic travelers),1 new case (hcw). 7 contacts of positive cases. 1 new case (police personnel). 28 new cases.,,,,,
2020-08-21,hoshiarpur,15,,,12 contacts of positive cases. 3 new cases.,,,,,
2020-08-21,pathankot,26,,,23 contacts of positive cases. 2 new cases (opd). 1 new cases (ili),,,,,
2020-08-21,barnala,39,,2 new cases (domestic travelers),5 new cases (ili). 22 new cases (opd). 7 contacts of positive cases. 2 new cases (frontline workers). 1 new case (anc),,,,,
2020-08-21,fg sahib,39,,,14 new cases. 15 contacts of positive cases. 5 new cases (ili). 4 new cases (opd),,,,,
2020-08-21,kapurthala,70,,2 new cases (foreign returned).,18 new cases (ili). 15 contacts of positive cases. 2 new cases (frontline workers). 10 new cases. 3 new cases (police personnel). 1 new case (prisoner). 1 new case (hcw).,rest cases details pending as reports received late.,,,,
2020-08-21,faridkot,19,,,5 contacts of positive cases. 14 new cases.,,,,,
2020-08-21,tarn taran,11,,,1 new case (prisoner). 3 new cases (opd). 2 new cases (ili). 5 new cases.,,,,,
2020-08-21,ropar,20,,,,cases details pending as reports received late.,,,,
2020-08-21,fazilka,18,,,12 new cases (opd). 5 new cases (ili). 1 new cases (pre operative),,,,,
2020-08-21,sbs nagar,25,,1 new case (domestic traveler),1 new case (opd). 1 new case (pre operative). 3 new cases (ili). 16 new cases. 3 contacts of positive cases.,,,,,
2020-08-21,muktsar,27,,1 new case (interstate traveler),4 new cases (ili). 20 contacts of positive cases. 2 new cases.,,,,,
2020-08-21,mansa,16,,,12 new cases. 4 contacts of positive cases.,,,,,
2020-08-20,ludhiana,398,,5 new cases (interstate travelers),97 contacts of positive cases. 67 new cases (opd). 107 new cases (ili). 10 new cases (anc). 5 new cases (police personnel). 11 new cases (hcw). 3 new cases (pre operative). 4 new cases (sari). 89 new cases,,,,,
2020-08-20,jalandhar,242,,,,cases details pending as reports received late.,,,,
2020-08-20,patiala,81,,,23 contacts of positive cases. 9 new cases (sari). 30 new cases (ili). 19 new cases,,,,,
2020-08-20,amritsar,75,,,43 contacts of positive cases. 29 new cases (opd). 3 new cases.,,,,,
2020-08-20,sas nagar,169,,1 new case (interstate traveler),36 contacts of positive cases. 86 new cases. 42 new cases (ili). 1 new case police personnel. 1 new case (anc). 2 new cases (opd),,,,,
2020-08-20,sangrur,28,,,18 new cases (ili). 10 new cases,,,,,
2020-08-20,bathinda,148,,,,cases details pending as reports received late,,,,
2020-08-20,gurdaspur,20,,,3 contacts of positive cases. 17 new cases.,,,,,
2020-08-20,ferozepur,133,,2 new cases (domestic travelers),46 new cases. 7 new cases (ili). 15 new cases (anc). 18 new cases (police personnel). 36 contacts of positive cases.,rest cases details pending as reports received late,,,,
2020-08-20,moga,94,,,25 contacts of positive cases. 69 new cases,,,,,
2020-08-20,hoshiarpur,18,,,7 contacts of positive cases. 11 new cases,,,,,
2020-08-20,pathankot,22,,,21 contacts of positive cases. 1 new case (opd),,,,,
2020-08-20,barnala,58,,2 new cases (domestic travelers),16 new cases (ili). 12 contacts of positive cases. 25 new cases (opd). 1 new case (frontline worker). 1 new case (pre operative). 1 new case (anc),,,,,
2020-08-20,fg sahib,33,,2 new cases (domestic travelers),17 contacts of positive cases. 12 new cases (opd). 2 new cases (ili),,,,,
2020-08-20,kapurthala,19,,,7 new cases (opd). 2 new cases (police personnel). 2 new cases (prisoners). 2 contacts of positive case. 2 new cases (ili). 4 new cases.,,,,,
2020-08-20,faridkot,41,,,,cases details pending as reports received late,,,,
2020-08-20,tarn taran,32,,,4 contacts of positive cases. 1 new case (anc). 10 new cases (opd). 4 new cases (police personnel). 13 new cases,,,,,
2020-08-20,ropar,33,,,,cases details pending as reports received late.,,,,
2020-08-20,fazilka,46,,2 new cases (interstate traveler),14 contacts of positive cases. 11 new cases (ili). 6 new cases (anc). 10 new cases (opd). 1 new case (police personnel). 2 new cases,,,,,
2020-08-20,sbs nagar,13,,1 new case (domestic traveler). 1 new case (foreign returned),2 new cases (ili). 1 new case (pre operative). 5 contacts of positive cases. 3 new cases.,,,,,
2020-08-20,muktsar,20,,2 new cases (interstate travelers),3 new cases (ili). 2 contacts of positive cases. 13 new cases (opd),,,,,
2020-08-20,mansa,18,,,4 contacts of positive cases. 14 new cases.,,,,,
2020-08-19,ludhiana,462,,2 new cases (interstate travelers). 1 new case (foreign returned),61 contacts of positive cases. 36 new cases (opd). 54 new cases (ili). 1 new case (anc). 2 new cases (police personnel). 2 new cases (hcw). 37 new cases . 3 new cases (pre operative),rest cases details pending as reports received late,,,,
2020-08-19,jalandhar,208,,,,cases details pending as reports received late,,,,
2020-08-19,patiala,117,,1 new case (interstate traveler),76 contacts of positive case. 11 new cases. 3 new cases (sari). 26 new cases (ili),,,,,
2020-08-19,amritsar,86,,,35 contacts of positive cases. 40 new cases (opd). 11 new cases (ili),,,,,
2020-08-19,sas nagar,114,,,3 new cases (anc). 7 contacts of positive case. 1 new case (police personnel). 1 new case (hcw). 19 new cases. 25 new cases (ili),rest cases details pending as reports received late,,,,
2020-08-19,sangrur,68,,4 new cases (domestic travelers),22 new cases (opd). 11 contacts of positive cases. 15 new cases (ili). 1 new cases (anc). 15 new cases,,,,,
2020-08-19,bathinda,62,,1 new case (foreign returned),31 new cases. 5 contacts of positive case. . 1 new case (hcw). 1 new case (police personnel). 5 new cases (ili). 1 new case (anc). 10 new cases (prisoners),rest cases details pending as reports received late,,,,
2020-08-19,gurdaspur,39,,,27 new cases. 12 contacts of positive cases.,,,,,
2020-08-19,ferozepur,111,,,,cases details pending as reports received late,,,,
2020-08-19,moga,64,,,39 new cases. 25 contacts of positive cases.,,,,,
2020-08-19,hoshiarpur,29,,,11 contacts of positive cases. 18 new cases.,,,,,
2020-08-19,pathankot,1,,,1 new case (ili),,,,,
2020-08-19,barnala,52,,2 new cases (foreign returned). 4 new cases (domestic travelers).,11 contacts of positive cases. 10 new cases (ili). 3 new cases (prisoners). 21 new cases (opd). 1 new case.,,,,,
2020-08-19,fg sahib,59,,,26 contacts of positive cases. 11 new cases (ili). 18 new cases (opd). 4 new cases.,,,,,
2020-08-19,kapurthala,8,,,2 new cases (ili). 4 contacts of positive cases. 2 new cases.,,,,,
2020-08-19,faridkot,54,,,,cases details pending as reports received late,,,,
2020-08-19,tarn taran,7,,,2 new cases (police personnel). 1 new case (ili). 2 new cases (opd). 2 new cases.,,,,,
2020-08-19,ropar,34,,,,cases details pending as reports received late,,,,
2020-08-19,fazilka,38,,,14 contacts of positive cases. 7 new cases (ili). 4 new cases (anc). 8 new cases.  5 new cases (opd),,,,,
2020-08-19,sbs nagar,10,,,9 new cases. 1 new case (sari),,,,,
2020-08-19,muktsar,46,,2 new cases (interstate travelers),20 contacts of positive cases. 3 new cases (ili). 19 new cases (opd). 2 new cases,,,,,
2020-08-19,mansa,24,,,18 new cases. 6 contacts of positive cases,,,,,
2020-08-18,ludhiana,483,,,88 new cases (ili). 70 contacts of positive cases. 37 new cases (opd). 8 new cases (hcw). 40 new cases. 6 new cases (sari). 2 new cases (pre operative). 5 new cases (anc). 10 new cases (police personnel),rest cases details pending as reports received late.,,,,
2020-08-18,jalandhar,132,,,,cases details pending as reports received late,,,,
2020-08-18,patiala,338,,,,cases details pending as reports received late,,,,
2020-08-18,amritsar,46,,,24 contacts of positive cases. 19 new cases (opd). 3 new cases (ili),,,,,
2020-08-18,sas nagar,103,,3 new cases (interstate travelers),13 contacts of positive cases. 1 new case (sari). 1 new case (hcw). 24 new cases (ili). 61 new cases,,,,,
2020-08-18,sangrur,52,,2 new cases (foreign returned),1 new case (anc). 4 new cases (prisoners). 15 contacts of positive cases. 5 new cases (factory workers). 8 new cases (opd). 17 new cases.,,,,,
2020-08-18,bathinda,94,,,52 new cases. 10 contacts of positive cases. 4 new cases (ili). 28 new cases (prisoners),,,,,
2020-08-18,gurdaspur,18,,,6 contacts of positive cases. 1 new case (ili). 11 new cases.,,,,,
2020-08-18,ferozepur,34,,,15 new cases. 18 contacts of positive cases. 1 new case (police personnel),,,,,
2020-08-18,moga,33,,1 new case (foreign traveler),23 new cases. 2 new cases (anc). 1 new case (prisoner). 6 contacts of positive cases.,,,,,
2020-08-18,hoshiarpur,50,,2 new cases (domestic returnees),26 contacts of positive cases. 22 new cases,,,,,
2020-08-18,pathankot,16,,,8 new cases (ili). 1 new case (opd). 1 contact of positive case. 6 new cases (ili),,,,,
2020-08-18,barnala,24,,,3 new cases (ili). 19 new cases (opd). 2 new cases (ili),,,,,
2020-08-18,fg sahib,52,,,15 new cases (police personnel). 15 contacts of positive cases. 16 new cases (ili). 1 new case (hcw). 5 new cases (opd),,,,,
2020-08-18,kapurthala,26,,1 new case (domestic traveler),5 new cases (ili). 9 new cases. 11 contacts of positive cases,,,,,
2020-08-18,faridkot,46,,,19 contacts of positive cases. 27 new cases,,,,,
2020-08-18,tarn taran,7,,,2 new cases (police personnel). 2 new cases (opd). 3 new cases,,,,,
2020-08-18,ropar,24,,,18 new cases. 6 contacts of positive cases.,,,,,
2020-08-18,fazilka,46,,,21 contacts of positive cases. 4 new cases (ili). 2 new cases (anc). 1 new case (opd),rest cases details pending as reports received late.,,,,
2020-08-18,sbs nagar,16,,1 new case (domestic traveler). 1 new case (foreign returned),4 contacts of positive cases. 3 new cases (opd). 2 new cases (ili). 5 new cases,,,,,
2020-08-18,muktsar,49,,3 new cases (interstate travelers),14 contacts of positive cases. 3 new cases (ili). 8 new cases (anc). 19 new cases (opd). 2 new cases.,,,,,
2020-08-18,mansa,15,,,9 contacts of positive cases. 6 new cases.,,,,,
2020-08-17,ludhiana,220,,2 new cases (interstate traveler),70 contacts of positive cases. 47 new cases (untraceable). 18 new cases (hcw). 34 new cases (ili). 29 new cases (opd). 3 new cases (sari). 5 new cases (pre operative). 10 new cases. 2 new cases (anc),,,,,
2020-08-17,jalandhar,298,,,,cases details pending as reports received late,,,,
2020-08-17,amritsar,50,,,40 contacts of positive cases. 5 new cases (ili). 5 new cases (opd),,,,,
2020-08-17,patiala,130,,1 new case (interstate traveler),54 contacts of positive cases. 35 new cases (ili). 1 new case (sari). 39 new cases.,,,,,
2020-08-17,sangrur,25,,,9 new cases (ili). 2 new cases (police personnel). 2 new cases (frontline workers). 12 new cases,,,,,
2020-08-17,sas nagar,65,,,12 contacts of positive cases. 27 new cases. 24 new cases (ili). 2 new cases (police personnel),,,,,
2020-08-17,hoshiarpur,1,,,1 new case.,,,,,
2020-08-17,gurdaspur,36,,,3 new cases (police personnel). 1 new case (ili). 32 new cases,,,,,
2020-08-17,ferozepur,153,,,,cases details pending as reports received late,,,,
2020-08-17,pathankot,8,,,6 contacts of positive cases. 2 new cases (opd),,,,,
2020-08-17,tarn taran,1,,,1 new case,,,,,
2020-08-17,bathinda,153,,1 new case (foreign returned),88 new cases. 19 contacts of positive cases. 6 new cases (hcw). 2 new cases (ili). 37 new cases (prisoners).,,,,,
2020-08-17,fg sahib,12,,3 new cases (interstate travelers),9 new cases.,,,,,
2020-08-17,moga,91,,6 new cases (domestic travelers) 1 new case (foreign returned),34 contacts of positive cases. 47 new cases. 2 new cases (police officials). 1 new case (hcw),,,,,
2020-08-17,sbs nagar,19,,2 new cases (domestic travelers),2 new cases (opd). 6 contacts of positive cases. 2 new cases (police personnel). 5 new cases. 2 new cases (ili),,,,,
2020-08-17,faridkot,32,,,20 contacts of positive cases. 12 new cases.,,,,,
2020-08-17,fazilka,21,,1 new case (interstate traveler),6 contacts of positive cases. 4 new cases (ili). 3 new cases. 4 new cases (opd). 2 new cases (pre operative). 1 new case (pvt. hospital staff),,,,,
2020-08-17,kapurthala,16,,1 new case (foreign returned). 1 new case (domestic traveler),2 new case (police personnel). 3 new cases (ili). 4 contacts of positive cases. 5 new cases,,,,,
2020-08-17,ropar,55,,,20 contacts of positive cases. 35 new cases,,,,,
2020-08-17,muktsar,38,,,21 contacts of positive cases. 4 new cases (ili). 3 new cases (anc). 10 new cases (opd),,,,,
2020-08-17,barnala,62,,1 new case (interstate traveler),28 new cases (prisoners). 2 new cases (nri). 2 new cases (hcw). 6 contacts of positive cases. 1 new case (anc). 5 new cases (ili). 17 new cases (opd),,,,,
2020-08-17,mansa,6,,,4 contacts of positive cases. 2 new cases.,,,,,
2020-08-16,ludhiana,315,,7 new cases (interstate travelers).,94 contacts of positive cases. 57 new cases (ili). 9 new cases (anc). 43 new cases (opd). 21 new cases (hcw). 3 new cases (police personnel). 3 new cases (sari). 29 new cases,rest cases details pending as reports received late.,,,,
2020-08-16,jalandhar,187,,,,cases details pending as reports received late.,,,,
2020-08-16,amritsar,37,,,10 contacts of positive cases. 2 new cases (ili). 9 new cases (opd),rest cases details pending as reports received late.,,,,
2020-08-16,patiala,90,,4 new cases (interstate travelers).,30 contacts of positive cases. 50 new cases. 6 new cases (ili),,,,,
2020-08-16,sangrur,29,,,7 contacts of positive cases. 1 new case (factory worker). 2 new cases (frontline workers). 1 new case (anc). 5 new cases (opd). 2 new cases (ili). 11 new cases,,,,,
2020-08-16,sas nagar,91,,,3 new cases (anc). 53 contacts of positive cases.. 2 new cases (frontline workers). 13 new cases. 20 new cases (ili),,,,,
2020-08-16,hoshiarpur,21,,2 new cases (domestic returnee),5 contacts of positive case. 14 new cases.,,,,,
2020-08-16,gurdaspur,74,,1 new case (foreign traveler),14 contacts of positive cases. 5 new cases (police officials). 54 new cases,,,,,
2020-08-16,ferozepur,96,,3 new cases (interstate travelers). 2 new cases (foreign travelers),20 new cases. 8 new cases (anc). 5 new cases (ili). 20 contacts of positive cases.,rest cases details pending as reports received late,,,,
2020-08-16,pathankot,35,,,3 contacts of positive cases. 13 new cases (ili),rest cases details pending as reports received late,,,,
2020-08-16,tarn taran,22,,,2 contacts of positive cases. 4 new cases (police personnel). 1 new case (frontline worker). 2 new cases (ili). 2 new cases (anc). 11 new cases,,,,,
2020-08-16,bathinda,16,,,9 new cases. 3 contacts of positive cases. 2 new cases (hcw). 1 new case (ili). 1 new case (prisoner),,,,,
2020-08-16,fg sahib,12,,2 new cases (domestic traveler),8 contacts of positive cases. 2 new cases (ili),,,,,
2020-08-16,moga,64,,14 new cases (domestic returnee),4 new cases. 21 contacts of positive cases. 7 new cases (police officials). 18 new cases,,,,,
2020-08-16,faridkot,5,,,1 new case,rest cases details pending as reports received late,,,,
2020-08-16,fazilka,15,,,12 contacts of positive cases. 1 new case (ili). 2 new cases,,,,,
2020-08-16,kapurthala,13,,,2 new case (police personnel). 1 contact of positive case. 2 new case (ili). 8 new cases.,,,,,
2020-08-16,ropar,23,,,12 contacts of positive case.  11 new cases,,,,,
2020-08-16,muktsar,4,,,4 new cases,,,,,
2020-08-16,barnala,5,,,5 new cases (opd),,,,,
2020-08-16,mansa,11,,,11 new cases,,,,,
2020-08-15,ludhiana,150,,1 new case (interstate traveler),67 new cases (ili). 33 contacts of positive cases. 14 new cases (opd). 11 new cases (hcw). 16 new cases. 6 new cases (anc). 1 new case (police personnel). 1 new case (sari),,,,,
2020-08-15,jalandhar,46,,,,cases details awaited as reports not received,,,,
2020-08-15,amritsar,72,,,29 contacts of positive cases. 14 new cases (ili). 29 new cases (opd),,,,,
2020-08-15,patiala,202,,4 new cases (interstate travelers),91 contacts of positive cases.. 59 new cases. 48 new cases (ili),,,,,
2020-08-15,sangrur,53,,1 new case (domestic traveler),26 new cases (ili). 1 new case (anc). 12 contacts of positive cases. 12 new cases (opd). 1 new case (police personnel),,,,,
2020-08-15,sas nagar,86,,1 new case (foreign returned). 1 new case (interstate traveler),24 contacts of positive cases. 34 new cases. 19 new cases (ili). 2 new cases (anc).. 1 new case (police personnel). 3 new cases (opd). 1 new case (frontline worker),,,,,
2020-08-15,hoshiarpur,45,,,2 new cases. 4 contacts of positive cases.,rest case details awaited as reports not received,,,,
2020-08-15,gurdaspur,81,,,,rest case details awaited as reports not received.,,,,
2020-08-15,ferozepur,3,,,3 new cases.,,,,,
2020-08-15,pathankot,19,,2 new cases (domestic traveler),10 contacts of positive cases. 5 new cases (hcw).  1 new case (anc). 1 new case,,,,,
2020-08-15,tarn taran,11,,,5 contacts of positive cases. 2 new cases (opd). 2 new cases (ili). 2 new cases,,,,,
2020-08-15,bathinda,45,,,13 new cases. 7 contacts of positive cases. 3 new cases (ili). 1 new case (hcw). 5 new cases (prisoner),rest case details awaited as reports not received,,,,
2020-08-15,fg sahib,12,,2 new cases (domestic traveler),1 new case (ili). 9 contacts of positive cases.,,,,,
2020-08-15,moga,12,,,2 new cases,rest case details awaited as reports not received,,,,
2020-08-15,sbs nagar,4,,,2 contacts of positive cases. 1 new case (police personnel). 1 new case,,,,,
2020-08-15,faridkot,44,,,24 contacts of positive cases. 20 new cases,,,,,
2020-08-15,fazilka,36,,,17 contacts of positive cases. 12 new cases (ili). 1 new case (police personnel). 3 new cases (opd). 1 new case (anc). 2 new cases.,,,,,
2020-08-15,kapurthala,24,,,14 contacts of positive cases. 10 new cases.,,,,,
2020-08-15,ropar,16,,,6 contacts of positive cases. 10 new cases.,,,,,
2020-08-15,muktsar,11,,,1 new case (ili). 10 new cases (opd),,,,,
2020-08-15,barnala,56,,2 new cases (domestic travelers),11 new cases (ili). 9 contacts of positive cases.. 24 new cases (prisoners).. 9 new cases (opd).. 1 new case (pre operative),,,,,
2020-08-15,mansa,5,,,4 new cases. 1 contact of positive case,,,,,
2020-08-14,ludhiana,296,,,57 new cases (ili). 81 contacts of positive cases. 43 new cases (opd). 5 new cases (anc). 3 new cases (hcw). 22 new cases. 12 new cases. 5 new cases (police personnel),rest cases details pending as reports received late.,,,,
2020-08-14,jalandhar,134,,,,cases details pending as reports received late,,,,
2020-08-14,amritsar,36,,,17 contacts of positive cases. 9 new cases (ili). 7 new cases (opd). 3 new cases,,,,,
2020-08-14,patiala,135,,,,cases details pending as reports received late,,,,
2020-08-14,sangrur,28,,1 new case (domestic traveler),2 new cases (anc). 3 new cases (police personnel). 4 new cases (factory workers). 4 new cases (opd). 2 new cases (frontline workers). 1 new case (ili). 1 contact of positive case. 10 new cases.,,,,,
2020-08-14,sas nagar,53,,,37 new cases. 6 new cases (ili). 2 new cases (anc). 8 contacts of positive cases.,,,,,
2020-08-14,hoshiarpur,13,,6 contacts of positive cases. 7 new cases.,,,,,,
2020-08-14,gurdaspur,35,,1 new case (foreign returned).,5 contacts of positive cases. 6 new cases (police personnel). 5 new cases (prisoners). 18 new cases,,,,,
2020-08-14,ferozepur,28,,,,cases details pending as reports received late,,,,
2020-08-14,pathankot,62,,1 new case (domestic returnee) 2 new cases (foreign returned),2 new cases (police personnel). 14 new cases. 21 contacts of positive cases. 15 new cases (opd),rest cases details pending as reports received late.,,,,
2020-08-14,tarn taran,16,,1 new case (foreign returned),9 new cases (prisoners). 3 new cases (frontline workers). 1 new case(ili). 2 new cases,,,,,
2020-08-14,bathinda,60,,,1 new case (police personnel). 16 new cases. 4 contacts of positive case. 1 new case (ili). 30 new cases (jail inmates),rest cases details pending as reports received late,,,,
2020-08-14,fg sahib,27,,,6 new cases (ili). 2 new cases (opd). 1 new case (hcw). 1 new case(anc). 17 contacts of positive cases.,,,,,
2020-08-14,moga,23,,,1 contact of positive case. 22 new cases.,,,,,
2020-08-14,sbs nagar,23,,,5 new cases (opd). 5 contacts of positive cases.. 1 new case (police personnel).. 2 new  cases (ili). 10 new cases.,,,,,
2020-08-14,faridkot,20,,,10 contacts of positive cases. 10 new cases.,,,,,
2020-08-14,fazilka,3,,,2 new cases (opd). 1 new case,,,,,
2020-08-14,kapurthala,38,,,1 new case (prisoner). 9 new case (police personnel). 9 new cases (opd). 7 new case. 3 new cases (ili). 4 contacts of positive cases. 3 new cases (opd). 2 new cases (prisoners),,,,,
2020-08-14,ropar,9,,,5 new cases. 4 contacts of positive  cases,,,,,
2020-08-14,muktsar,17,,,14 new cases (opd). 3 new cases (ili),,,,,
2020-08-14,barnala,17,,,5 contacts of positive cases. 3 new cases (ili). 2 new cases (police personnel). 7 new cases (opd),,,,,
2020-08-14,mansa,4,,,3 contacts of positive case. 1 new case.,,,,,
2020-08-13,ludhiana,222,,1 new case (foreign returned),43 contacts of positive cases. 67 new cases (ili). 2 new cases (hcw). 20 new cases. 19 new cases (opd). 7 new cases (sari). 3 new cases (anc). 6 new cases (police personnel). 12 new cases.,rest cases details pending as reports received late,,,,
2020-08-13,jalandhar,176,,,,cases details pending as reports received late,,,,
2020-08-13,amritsar,41,,,14 new cases (ili). 16 new cases (opd). 11 contacts of positive cases.,,,,,
2020-08-13,patiala,140,,,60 new cases. 36 contacts of positive cases. 44 new cases (ili),,,,,
2020-08-13,sangrur,24,,,10 contacts of positive cases. 1 new case ( frontline worker). 1 new case ( ili). 2 new cases (sari). 10 new cases.,,,,,
2020-08-13,sas nagar,88,,,,cases details pending as reports received late,,,,
2020-08-13,hoshiarpur,2,,,2 new cases.,,,,,
2020-08-13,gurdaspur,2,,,2 new cases.,,,,,
2020-08-13,ferozepur,66,,5 new cases (foreign returned),10 new cases. 10 new cases (ili). 41 contacts of positive cases.,,,,,
2020-08-13,pathankot,1,,,1 new case (ili),,,,,
2020-08-13,tarn taran,7,,1 new case (domestic traveler),3 new cases (opd). 2 new cases (frontline workers). 1 new case,,,,,
2020-08-13,bathinda,79,,,28 new cases. 5 new cases (police personnel). 27 new cases (prisoners). 16 contacts of positive cases. 3 new cases (ili),,,,,
2020-08-13,fg sahib,43,,,18 contacts of positive cases. 5 new cases (opd). 3 new cases (ili). 2 new cases (pre operative). 15 new cases,,,,,
2020-08-13,moga,21,,,2 new cases,rest cases details pending as reports received late,,,,
2020-08-13,sbs nagar,17,,,16 contacts of positive cases. 1 new case,,,,,
2020-08-13,faridkot,32,,,,cases details pending as reports received late.,,,,
2020-08-13,fazilka,5,,,4 contacts of positive cases. 1 new case (ili),,,,,
